,generated,actual
927,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [seller_trade_in] [-3695] [1641] [-5784] [5386] [7363] [liwc_informal] [-3680] [1619] [-5798] [5396] [7379] <eos_ns>
928,,<sos_ns> [] [] <eos_ns>
929,[politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392],<sos_ns> [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392] <eos_ns>
930,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
931,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [who_propose] [-3670] [1605] [-5796] [5389] [7378] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
932,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
933,,<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
934,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] <eos_ns>
935,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] <eos_ns>
936,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] <eos_ns>
937,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [third_person_plural_seller] [-3671] [1605] [-5797] [5393] [7381] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [factive_count_seller] [-3681] [1622] [-5767] [5368] [7346] <eos_ns>
938,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_plural_count_seller] [-3675] [1609] [-5803] [5398] [7388] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] <eos_ns>
939,[number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392],<sos_ns> [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392] <eos_ns>
940,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] [liwc_certainty] [-3677] [1616] [-5790] [5387] [7371] <eos_ns>
941,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] <eos_ns>
942,,<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [assertive_count_seller] [-3678] [1618] [-5768] [5368] [7347] [factive_count_seller] [-3681] [1622] [-5767] [5368] [7346] [politeness_seller_please_s] [-3665] [1598] [-5773] [5374] [7354] <eos_ns>
943,,<sos_ns> [] [] <eos_ns>
944,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] <eos_ns>
945,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] <eos_ns>
946,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [who_propose] [-3670] [1605] [-5796] [5389] [7378] <eos_ns>
947,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [who_propose] [-3670] [1605] [-5796] [5389] [7378] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] <eos_ns>
948,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
949,,<sos_ns> [] [] <eos_ns>
950,[number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392],<sos_ns> [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392] <eos_ns>
951,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] <eos_ns>
952,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] <eos_ns>
953,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [who_propose] [-3670] [1605] [-5796] [5389] [7378] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] <eos_ns>
954,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [assertive_count_seller] [-3678] [1618] [-5768] [5368] [7347] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
955,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [liwc_informal] [-3680] [1619] [-5798] [5396] [7379] <eos_ns>
956,,<sos_ns> [] [] <eos_ns>
957,[number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392],<sos_ns> [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392] <eos_ns>
958,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [factive_count_seller] [-3681] [1622] [-5767] [5368] [7346] <eos_ns>
959,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
960,[seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
961,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] <eos_ns>
962,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] <eos_ns>
963,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] [liwc_certainty] [-3677] [1616] [-5790] [5387] [7371] <eos_ns>
